d,D_teoretyczny,D_numeryczny,Błąd (%)
0.3,1.0,0.6233816057266461,37.66183942733539
0.4,1.0,0.6134960864129849,38.650391358701505
0.5,1.0,0.5848671666972443,41.51328333027558
0.6,1.356915448856755,0.5423184440156111,60.03299656787519
0.7,1.9433582098748337,0.48680701087825706,74.95021718566178
